,actual_15m
2025-10-26 00:45:00+00:00,4.29
2025-10-26 01:00:00+00:00,18.13
2025-10-26 01:15:00+00:00,4.88
2025-10-26 01:30:00+00:00,4.4
2025-10-26 01:45:00+00:00,2.72
2025-10-26 02:00:00+00:00,3.4
2025-10-26 02:15:00+00:00,2.18
2025-10-26 02:30:00+00:00,2.36
2025-10-26 02:45:00+00:00,2.45
2025-10-26 03:00:00+00:00,2.68
2025-10-26 03:15:00+00:00,2.74
2025-10-26 03:30:00+00:00,2.56
2025-10-26 03:45:00+00:00,3.65
2025-10-26 04:00:00+00:00,2.48
2025-10-26 04:15:00+00:00,2.52
2025-10-26 04:30:00+00:00,3.73
2025-10-26 04:45:00+00:00,4.78
2025-10-26 05:00:00+00:00,5.0
2025-10-26 05:15:00+00:00,7.49
2025-10-26 05:30:00+00:00,8.79
2025-10-26 05:45:00+00:00,8.6
2025-10-26 06:00:00+00:00,15.13
2025-10-26 06:15:00+00:00,7.16
2025-10-26 06:30:00+00:00,7.26
2025-10-26 06:45:00+00:00,4.78
2025-10-26 07:00:00+00:00,18.81
2025-10-26 07:15:00+00:00,14.05
2025-10-26 07:30:00+00:00,15.84
2025-10-26 07:45:00+00:00,8.11
2025-10-26 08:00:00+00:00,19.85
2025-10-26 08:15:00+00:00,16.05
2025-10-26 08:30:00+00:00,11.86
2025-10-26 08:45:00+00:00,8.93
2025-10-26 09:00:00+00:00,9.98
2025-10-26 09:15:00+00:00,6.29
2025-10-26 09:30:00+00:00,3.52
2025-10-26 09:45:00+00:00,1.23
2025-10-26 10:00:00+00:00,3.52
2025-10-26 10:15:00+00:00,2.8
2025-10-26 10:30:00+00:00,1.71
2025-10-26 10:45:00+00:00,0.99
2025-10-26 11:00:00+00:00,1.93
2025-10-26 11:15:00+00:00,1.58
2025-10-26 11:30:00+00:00,1.59
2025-10-26 11:45:00+00:00,1.58
2025-10-26 12:00:00+00:00,1.44
2025-10-26 12:15:00+00:00,1.72
2025-10-26 12:30:00+00:00,3.0
2025-10-26 12:45:00+00:00,3.52
2025-10-26 13:00:00+00:00,3.52
2025-10-26 13:15:00+00:00,4.81
2025-10-26 13:30:00+00:00,5.38
2025-10-26 13:45:00+00:00,6.2
2025-10-26 14:00:00+00:00,4.09
2025-10-26 14:15:00+00:00,6.53
2025-10-26 14:30:00+00:00,9.86
2025-10-26 14:45:00+00:00,18.39
2025-10-26 15:00:00+00:00,8.71
2025-10-26 15:15:00+00:00,14.81
2025-10-26 15:30:00+00:00,20.0
2025-10-26 15:45:00+00:00,35.01
2025-10-26 16:00:00+00:00,21.83
2025-10-26 16:15:00+00:00,31.47
2025-10-26 16:30:00+00:00,58.07
2025-10-26 16:45:00+00:00,69.68
2025-10-26 17:00:00+00:00,63.48
2025-10-26 17:15:00+00:00,68.71
2025-10-26 17:30:00+00:00,75.61
2025-10-26 17:45:00+00:00,58.84
2025-10-26 18:00:00+00:00,71.79
2025-10-26 18:15:00+00:00,62.69
2025-10-26 18:30:00+00:00,53.37
2025-10-26 18:45:00+00:00,45.34
2025-10-26 19:00:00+00:00,63.56
2025-10-26 19:15:00+00:00,42.97
2025-10-26 19:30:00+00:00,27.85
2025-10-26 19:45:00+00:00,14.82
2025-10-26 20:00:00+00:00,28.75
2025-10-26 20:15:00+00:00,16.4
2025-10-26 20:30:00+00:00,12.95
2025-10-26 20:45:00+00:00,9.04
2025-10-26 21:00:00+00:00,20.9
2025-10-26 21:15:00+00:00,15.9
2025-10-26 21:30:00+00:00,24.87
2025-10-26 21:45:00+00:00,12.5
2025-10-26 22:00:00+00:00,20.58
2025-10-26 22:15:00+00:00,10.26
2025-10-26 22:30:00+00:00,5.84
2025-10-26 22:45:00+00:00,3.32
2025-10-26 23:00:00+00:00,7.49
2025-10-26 23:15:00+00:00,6.54
2025-10-26 23:30:00+00:00,3.41
2025-10-26 23:45:00+00:00,1.73
2025-10-27 00:00:00+00:00,4.92
2025-10-27 00:15:00+00:00,3.66
2025-10-27 00:30:00+00:00,2.34
2025-10-27 00:45:00+00:00,2.03
2025-10-27 01:00:00+00:00,3.8
2025-10-27 01:15:00+00:00,2.79
2025-10-27 01:30:00+00:00,2.0
2025-10-27 01:45:00+00:00,1.39
2025-10-27 02:00:00+00:00,1.92
2025-10-27 02:15:00+00:00,2.22
2025-10-27 02:30:00+00:00,2.28
2025-10-27 02:45:00+00:00,2.27
2025-10-27 03:00:00+00:00,1.89
2025-10-27 03:15:00+00:00,1.43
2025-10-27 03:30:00+00:00,3.89
2025-10-27 03:45:00+00:00,6.81
2025-10-27 04:00:00+00:00,6.35
2025-10-27 04:15:00+00:00,7.05
2025-10-27 04:30:00+00:00,10.26
2025-10-27 04:45:00+00:00,16.3
2025-10-27 05:00:00+00:00,10.99
2025-10-27 05:15:00+00:00,19.05
2025-10-27 05:30:00+00:00,33.47
2025-10-27 05:45:00+00:00,38.35
2025-10-27 06:00:00+00:00,58.99
2025-10-27 06:15:00+00:00,63.37
2025-10-27 06:30:00+00:00,54.23
2025-10-27 06:45:00+00:00,32.1
2025-10-27 07:00:00+00:00,64.77
2025-10-27 07:15:00+00:00,63.5
2025-10-27 07:30:00+00:00,75.45
2025-10-27 07:45:00+00:00,65.99
2025-10-27 08:00:00+00:00,70.48
2025-10-27 08:15:00+00:00,77.8
2025-10-27 08:30:00+00:00,71.47
2025-10-27 08:45:00+00:00,23.86
2025-10-27 09:00:00+00:00,70.0
2025-10-27 09:15:00+00:00,55.0
2025-10-27 09:30:00+00:00,40.19
2025-10-27 09:45:00+00:00,37.01
2025-10-27 10:00:00+00:00,32.48
2025-10-27 10:15:00+00:00,27.02
2025-10-27 10:30:00+00:00,23.58
2025-10-27 10:45:00+00:00,22.2
2025-10-27 11:00:00+00:00,40.0
2025-10-27 11:15:00+00:00,28.0
2025-10-27 11:30:00+00:00,27.06
2025-10-27 11:45:00+00:00,24.02
2025-10-27 12:00:00+00:00,23.0
2025-10-27 12:15:00+00:00,22.05
2025-10-27 12:30:00+00:00,21.02
2025-10-27 12:45:00+00:00,21.02
2025-10-27 13:00:00+00:00,20.0
2025-10-27 13:15:00+00:00,18.02
2025-10-27 13:30:00+00:00,20.0
2025-10-27 13:45:00+00:00,22.08
2025-10-27 14:00:00+00:00,24.07
2025-10-27 14:15:00+00:00,38.35
2025-10-27 14:30:00+00:00,47.91
2025-10-27 14:45:00+00:00,60.88
2025-10-27 15:00:00+00:00,39.09
2025-10-27 15:15:00+00:00,57.88
2025-10-27 15:30:00+00:00,65.88
2025-10-27 15:45:00+00:00,81.66
2025-10-27 16:00:00+00:00,23.36
2025-10-27 16:15:00+00:00,57.25
2025-10-27 16:30:00+00:00,120.0
2025-10-27 16:45:00+00:00,129.87
2025-10-27 17:00:00+00:00,118.01
2025-10-27 17:15:00+00:00,123.37
2025-10-27 17:30:00+00:00,137.7
2025-10-27 17:45:00+00:00,137.18
2025-10-27 18:00:00+00:00,138.08
2025-10-27 18:15:00+00:00,127.0
2025-10-27 18:30:00+00:00,111.25
2025-10-27 18:45:00+00:00,97.29
2025-10-27 19:00:00+00:00,111.99
2025-10-27 19:15:00+00:00,111.28
2025-10-27 19:30:00+00:00,95.1
2025-10-27 19:45:00+00:00,78.5
2025-10-27 20:00:00+00:00,99.25
2025-10-27 20:15:00+00:00,90.57
2025-10-27 20:30:00+00:00,75.8
2025-10-27 20:45:00+00:00,68.64
2025-10-27 21:00:00+00:00,92.5
2025-10-27 21:15:00+00:00,80.09
2025-10-27 21:30:00+00:00,79.41
2025-10-27 21:45:00+00:00,65.17
2025-10-27 22:00:00+00:00,81.24
2025-10-27 22:15:00+00:00,71.2
2025-10-27 22:30:00+00:00,62.26
2025-10-27 22:45:00+00:00,54.34
2025-10-27 23:00:00+00:00,61.24
2025-10-27 23:15:00+00:00,54.14
2025-10-27 23:30:00+00:00,45.14
2025-10-27 23:45:00+00:00,33.52
2025-10-28 00:00:00+00:00,42.55
2025-10-28 00:15:00+00:00,31.05
2025-10-28 00:30:00+00:00,29.15
2025-10-28 00:45:00+00:00,23.0
2025-10-28 01:00:00+00:00,25.21
2025-10-28 01:15:00+00:00,20.97
2025-10-28 01:30:00+00:00,20.32
2025-10-28 01:45:00+00:00,19.67
2025-10-28 02:00:00+00:00,16.01
